job_title,company_Name,job_url,job_Location,job_Summery,job_posted_Date,job_Salary
"Associate, Software Engineering",KPMG,https://www.indeed.com/cmp/Kpmg-0828bc85,"Grand Rapids, MI+2 locations","Rapidly architect, design, prototype and implement architectures to tackle the Big Data needs for a variety of Fortune 1000 corporations and other major…",Posted30 days ago,Estimated $95K – $120K a year
,JR Automation,https://www.indeed.com/cmp/Jr-Automation,"Holland, MI 49424",In this role you will ensure custom software and integrations meet the needs of the business.,Posted1 day ago,
HTML/CSS Developer,Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI",Our client is revolutionizing how businesses leverage and enhance consumer data.,Posted14 days ago,Estimated $65K – $82.2K a year
AI Machine Learning Engineer,Deloitte,https://www.indeed.com/cmp/Deloitte,"Grand Rapids, MI 49503 (Heartside area)","Our AI and Technology teams are building AI-enabled solutions across our offering areas in Cyber Security, Fraud Detection, Digital Controls, Predictive…",Posted30+ days ago,
iOS Developer,Deloitte,https://www.indeed.com/cmp/Deloitte,"Grand Rapids, MI 49503 (Heartside area)","As an experienced iOS Developer, you will have the ability to share new ideas and collaborate on projects as a consultant without the extensive demands of…",Posted30+ days ago,
Platform and Test Software Advanced Lead Engineer,GE Aviation,https://www.indeed.com/cmp/GE-Aviation,"Grand Rapids, MI 49512","The Platform and Test Software Advanced Lead Engineer demonstrates accountability for functional, business, and broad company objectives.",Posted15 days ago,Estimated $117K – $148K a year
IT Manager - Software Development (Remote Available),"Herman Miller, Inc.","https://www.indeed.com/cmp/Herman-Miller,-Inc.","Remote in Zeeland, MI","Managing a software development team that is part of several self-organized, cross-functional Agile product teams.",Posted9 days ago,
Senior Controls Software Engineer,Dematic,https://www.indeed.com/cmp/Dematic,"Grand Rapids, MI","In this role you will drive the implementation of proof of concepts for our system architecture, AI, and HMI initiatives, which will support various solutions,…",Posted30+ days ago,Estimated $98.8K – $125K a year
Sr. Java Specialist - Location Open,Deloitte,https://www.indeed.com/cmp/Deloitte,"Grand Rapids, MI 49503 (Heartside area)+3 locations",Thoroughly tests software to ensure proper operation and freedom from defects prior to implementation.,Posted30+ days ago,Estimated $76.6K – $97K a year
Sr. Oracle Programmer Analyst,BISSELL Homecare,https://www.indeed.com/cmp/Bissell,"Grand Rapids, MI 49544",You will provide leadership and support in architecting both on premise and Cloud solutions.,Posted30+ days ago,Estimated $80K – $101K a year
Application Development Analyst - AWS Cloud Developer,Spectrum Health,https://www.indeed.com/cmp/Spectrum-Health-1,"Grand Rapids, MI","You will also help create and externalize APIs to deliver data using modern, cloud-based patterns to internal and external consumers.",Posted29 days ago,
"Director, Software Engineering",KPMG,https://www.indeed.com/cmp/Kpmg-0828bc85,"Grand Rapids, MI","Act as a primary team interface with various levels of client executives, including Chief Technology, Information, Data and Digital Officers.",Posted30+ days ago,
Associate Software Developer,Brooksource,https://www.indeed.com/cmp/Brooksource,"Grand Rapids, MI",*We cannot provide sponsorship at this time*.,Posted30+ days ago,
,GREATLAND CORPORATION,https://www.indeed.com/cmp/Greatland-Corporation,"Grand Rapids, MI 49544","Working with industry-leading technology, the Senior Cloud Engineer designs and implements secure, scalable, resilient, maintainable, and testable cloud…",Posted6 days ago,
Avionics Software Engineer,Belcan LLC,https://www.indeed.com/cmp/Belcan-LLC,"Grand Rapids, MI 49512",This is a full-time direct position with benefits.,EmployerActive 9 days ago,
,Gentex Corporation,https://www.indeed.com/cmp/Gentex-Corporation,"Zeeland, MI","Build, assemble and modify custom manufacturing equipment and machinery.",Posted2 days ago,
Software Engineering Manager (Cryptography Startup),Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI","By operationalizing Privacy Enhancing Technologies (PETs), They enable secure analysis and AI on encrypted data — while complying with data privacy regulations…",Posted30+ days ago,
Software System Integration Engineer,Dematic,https://www.indeed.com/cmp/Dematic,"Grand Rapids, MI+1 location",Through the office and on-site project development phases you will get to combine the theoretical part of the QA process with the practical one.,Posted30+ days ago,
Senior Application Developer Analyst,Spectrum Health,https://www.indeed.com/cmp/Spectrum-Health-1,"Grand Rapids, MI","Imbedded and direct collaboration with the user experience, product management and design team.",Posted13 days ago,
Advanced Lead Engineer - Embedded Software Development,GE Aviation,https://www.indeed.com/cmp/GE-Aviation,"Grand Rapids, MI 49512+1 location",This position is for a Lead Embedded Software Engineer for the New Products and Adjacencies line within the Mission Systems group.,Posted30+ days ago,
Sr. DevOps Engineer,PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Grand Rapids, MI 49503 (Heartside area)+10 locations","You’ll focus on managing the design and implementation of technology infrastructure within PwC, developing and enhancing both client and internal facing…",Posted9 days ago,
Web Full Stack Developer,"Haworth, Inc.",https://www.indeed.com/cmp/Haworth,"Remote in Holland, MI+3 locations",Support our Digital Marketing efforts.,Posted30+ days ago,
PHP/JAVA Developer,TISYA INC,"https://www.indeed.com/jobs?q=Tisya+Inc&l=Grand+Rapids,+MI&nc=jasx","Grand Rapids, MI",We are looking for a strong PHP/Java developer to assist in developing a framework/product.,Posted30+ days ago,
"Senior Backend Engineer, Integrations (Series A Security Startup)",Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI","You will have an enormous opportunity to create integrations for our Multi-tenant/SaaS-based platform with popular marketing, HR, sales, and data storage SaaS…",Posted30+ days ago,
Java Developer,Baudville Brands,https://www.indeed.com/cmp/Baudville-Brands,"Grand Rapids, MI 49512",The Java Developer will be joining the RecogNation team responsible for maintaining and updating a world class client facing rewards and recognition portal.,Posted30+ days ago,
Offboard Developer/ Software Engineer,KION Group,https://www.indeed.com/addlLoc/redirect?tk=1fr2rnm05u42j800&jk=ddbff054277662f7&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Bw9aMBqhAeCglub3JtdGl0bGUaEXNvZnR3YXJlIGVuZ2luZWVy,"Holland, MI+1 location",Our attractive and market competitive total rewards packages are designed to reward high performance and to assist in managing your personal and family needs.,Posted30+ days ago,Estimated $91.7K – $116K a year
Sr Application Development Analyst (Salesforce),Spectrum Health,https://www.indeed.com/cmp/Spectrum-Health-1,"Grand Rapids, MI","Designs, codes or configures, tests, debugs, deploys, documents and maintains large and/or complex programs, using a variety of software development toolkits,…",Posted30+ days ago,Estimated $79.8K – $101K a year
Junior Software Developer,Revature,https://www.indeed.com/cmp/Revature-8,"Wyoming, MI+1 location",College degree (Associates or Bachelors).,Posted30+ days ago,Estimated $61.8K – $78.2K a year
Sr. Middleware IIB Developer - Location Open,Deloitte,https://www.indeed.com/cmp/Deloitte,"Grand Rapids, MI 49503 (Heartside area)+3 locations","Support the implementation of Statewide Medicaid Management Information System, Web Portal and integration of sub-systems.",Posted30+ days ago,Estimated $95.1K – $120K a year
Platform and Test Software Advanced Lead Engineer,GE Aviation,https://www.indeed.com/cmp/GE-Aviation,"Grand Rapids, MI 49512","The Platform and Test Software Advanced Lead Engineer demonstrates accountability for functional, business, and broad company objectives.",Posted15 days ago,Estimated $117K – $148K a year
,Crowe,https://www.indeed.com/cmp/Crowe,"Grand Rapids, MI 49503 (Heartside area)",The team is responsible for development and quality assurance tasks related to healthcare data and has heavy focus areas on data integration and management as…,Posted7 days ago,Estimated $99.7K – $126K a year
Software Engineer,Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2rnm05u42j800&jk=ab7348798df02b06&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAeCglub3JtdGl0bGUaEXNvZnR3YXJlIGVuZ2luZWVy,"Remote in Kentwood, MI+20 locations","They value communication and transparency, and strive to foster two-way dialogue at all levels of the organization.",Posted24 days ago,Estimated $95.5K – $121K a year
,GREATLAND CORPORATION,https://www.indeed.com/cmp/Greatland-Corporation,"Grand Rapids, MI 49544","Working with industry-leading technology, the Senior Cloud Engineer designs and implements secure, scalable, resilient, maintainable, and testable cloud…",Posted6 days ago,Estimated $90.1K – $114K a year
,Gentex Corporation,https://www.indeed.com/cmp/Gentex-Corporation,"Zeeland, MI","Build, assemble and modify custom manufacturing equipment and machinery.",Posted2 days ago,Estimated $71K – $89.8K a year
Software Cloud Engineer,KION Group AG,"https://www.indeed.com/q-Kion-Group-Ag-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI","Dematic is seeking Software Engineers with the ability to design and implement large-scale software solutions, focusing on microservice architectures and…",Posted30+ days ago,Estimated $99.2K – $126K a year
,PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Grand Rapids, MI 49503 (Heartside area)+1 location","You’ll focus on managing the design and implementation of technology infrastructure within PwC, developing and enhancing both client and internal facing…",Posted2 days ago,Estimated $82.2K – $104K a year
Solution Architect - .NET and Azure Dev,Meijer,https://www.indeed.com/cmp/Meijer,"Grand Rapids, MI",The Meijer store Customer Experience train is seeking a Solution Architect or Senior lead level .,Posted30+ days ago,Estimated $124K – $157K a year
Java Developer,Baudville Brands,https://www.indeed.com/cmp/Baudville-Brands,"Grand Rapids, MI 49512",The Java Developer will be joining the RecogNation team responsible for maintaining and updating a world class client facing rewards and recognition portal.,Posted30+ days ago,Estimated $92K – $116K a year
Senior Software Engineer at Mental Health Startup (Mindful Talk Therapy),Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2rnm05u42j800&jk=3bc36ac5a27d569e&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAlCglub3JtdGl0bGUaGHNlbmlvciBzb2Z0d2FyZSBlbmdpbmVlcg%253D%253D,"Remote in Kentwood, MI+56 locations","Our client has an API-first platform they are integrating across clinical call centers, telehealth platforms, and remote patient monitoring apps.",Posted30+ days ago,Estimated $125K – $158K a year
AI Machine Learning Engineer,Deloitte,https://www.indeed.com/cmp/Deloitte,"Grand Rapids, MI 49503 (Heartside area)","Our AI and Technology teams are building AI-enabled solutions across our offering areas in Cyber Security, Fraud Detection, Digital Controls, Predictive…",Posted30+ days ago,
Junior Software Developer,Revature,https://www.indeed.com/cmp/Revature-8,"Wyoming, MI+1 location",College degree (Associates or Bachelors).,Posted30+ days ago,
Senior Software Engineer II,National Heritage Academies,https://www.indeed.com/cmp/National-Heritage-Academies,"Grand Rapids, MI",The ideal candidate for this position will have experience with Microsoft .,Posted23 days ago,
"Software Engineer, Build & Release",Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2rnmi6u42b800&jk=478d4d4b86a95bbe&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG9mdGNsuA%252Fi0so2qhArCgtvY2N1cGF0aW9ucxoFNU5ONTMaBUVIUFc5GgVISlNYNhoFSjk0VzVAAQ%253D%253D,"Remote in Kentwood, MI+11 locations","Our client is a crypto exchange and custodian that allows customers to buy, sell, store, and earn more than 30 cryptocurrencies like bitcoin, bitcoin cash,…",Posted30+ days ago,
Software or Systems Engineers - Avionics,Performance,"https://www.indeed.com/q-Performance-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI 49546",We are looking for passionate Software or Systems Engineers to design and develop software solutions for state-of-the-art safety-critical systems in the areas…,Posted10 days ago,
Java Developer,AirySoft,"https://www.indeed.com/q-Airysoft-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI 49546","AirySoft, Inc. (Grand Rapids, MI) seeks Java Developer to design, develop, deploy and support large scale distributed systems and applications using Java/J2EE…",Posted30+ days ago,
,"Herman Miller, Inc.","https://www.indeed.com/cmp/Herman-Miller,-Inc.","Grand Rapids, MI","Designing, writing, and repairing Java applications and APIs to fulfill business requirements.",Posted4 days ago,
,PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Grand Rapids, MI 49503 (Heartside area)+2 locations",Our team helps organisations align their business and operational requirements through the careful design of digital platforms and applications.,PostedJust posted,
Software Developer Engineer in Test II,DT Professional Services,"https://www.indeed.com/q-Dt-Professional-Services-l-Caledonia,-MI-jobs.html","Caledonia, MI 49316",3 year Java Experience with Selenium preferred.,Posted30+ days ago,
Mobile Engineer,Cushman & Wakefield,https://www.indeed.com/cmp/Cushman-&-Wakefield,"Grand Rapids, MI 49503 (Heritage Hill area)","Responsible to ensure the efficient operation and maintenance of mechanical, electrical and plumbing equipment and systems for the assigned property(s).",Posted30+ days ago,
US Technology - Technical Lead (Angular/NodeJS),PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Grand Rapids, MI 49503 (Heartside area)+1 location","You’ll focus on managing the design and implementation of technology infrastructure within PwC, developing and enhancing both client and internal facing…",Posted30+ days ago,
Senior Software Engineer (Logistics Startup),Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI",Our client is building software to handle transportation of containers from the ports to the first warehouses by truck - also called first mile delivery.,Posted30+ days ago,
Advanced Lead Engineer - Embedded SW Development,GE Aviation,https://www.indeed.com/cmp/GE-Aviation,"Grand Rapids, MI 49512","The Lead Software Engineer will lead a team and participate in full software life cycle development including: planning, requirements, design, integration,…",Posted30+ days ago,
Software Engineering Manager (Cryptography Startup),Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI","By operationalizing Privacy Enhancing Technologies (PETs), They enable secure analysis and AI on encrypted data — while complying with data privacy regulations…",Posted30+ days ago,
SDET - Software Developer Engineer in Test,Dewpoint,https://www.indeed.com/cmp/Dewpoint,"Grand Rapids, MI","In this role, you will provide technical expertise for UI and web service functional and automation testing.",Posted14 days ago,
Embedded Systems Engineer: Vision Products,Gentex Corporation,https://www.indeed.com/cmp/Gentex-Corporation,"Zeeland, MI",Design & develop new products and features in concept and pre-launch environments.,Posted30+ days ago,
Pwc Tech Integration/Powershell Engineer,PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Grand Rapids, MI 49503 (Heartside area)","You’ll focus on managing the design and implementation of technology infrastructure within PwC, developing and enhancing both client and internal facing…",Posted30+ days ago,
,"Herman Miller, Inc.","https://www.indeed.com/cmp/Herman-Miller,-Inc.","Grand Rapids, MI","Designing, writing, and repairing Java applications and APIs to fulfill business requirements.",Posted4 days ago,
Application Developer,Spectrum Health,https://www.indeed.com/cmp/Spectrum-Health-1,"Grand Rapids, MI","Under minimal supervision, designs, codes or configures, tests, debugs, deploys, documents and maintains programs using a variety of software development…",Posted30+ days ago,
Junior Software Developer,Revature,https://www.indeed.com/cmp/Revature-8,"Wyoming, MI+1 location",College degree (Associates or Bachelors).,Posted30+ days ago,
Software Developer Engineer in Test II,DT Professional Services,"https://www.indeed.com/q-Dt-Professional-Services-l-Caledonia,-MI-jobs.html","Caledonia, MI 49316",3 year Java Experience with Selenium preferred.,Posted30+ days ago,
Mobile Engineer,Cushman & Wakefield,https://www.indeed.com/cmp/Cushman-&-Wakefield,"Grand Rapids, MI 49503 (Heritage Hill area)","Responsible to ensure the efficient operation and maintenance of mechanical, electrical and plumbing equipment and systems for the assigned property(s).",Posted30+ days ago,
US Technology - Technical Lead (Angular/NodeJS),PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Grand Rapids, MI 49503 (Heartside area)","You’ll focus on managing the design and implementation of technology infrastructure within PwC, developing and enhancing both client and internal facing…",Posted30+ days ago,
Site Reliability Engineer (SRE) - Remote,Deloitte,https://www.indeed.com/cmp/Deloitte,"Remote in Grand Rapids, MI+1 location",We're looking for talented engineers with a software or operations background and experience in designing and operating large-scale highly available distributed…,Posted15 days ago,
Signal Processing Software Engineer (Autonomous Startup),Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI","Candidates must be located or willing to relocate to the Bay Area, and/or work Hybrid (one week on/ one week off).",Posted30+ days ago,
Eng Econ Software Solutions Specialist Manager,Deloitte,https://www.indeed.com/cmp/Deloitte,"Grand Rapids, MI 49503 (Heartside area)","In the Technology Specialist Manager role, the incumbent will lead efforts in enterprise software administration, design, configuration, and analysis, system…",Posted30+ days ago,
SDET - Software Developer Engineer in Test,Dewpoint,https://www.indeed.com/cmp/Dewpoint,"Grand Rapids, MI","In this role, you will provide technical expertise for UI and web service functional and automation testing.",Posted14 days ago,
Embedded Systems Engineer: Vision Products,Gentex Corporation,https://www.indeed.com/cmp/Gentex-Corporation,"Zeeland, MI",Design & develop new products and features in concept and pre-launch environments.,Posted30+ days ago,
RPA Developer,Mutually Human,"https://www.indeed.com/q-Mutually-Human-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI 49503 (Roosevelt Park area)","In this role, you’ll work cross-functionally with business operations and business analysts to create and optimize workflow processes.",Posted30+ days ago,
Senior Infrastructure Automation Engineer - Location Open,Deloitte,https://www.indeed.com/cmp/Deloitte,"Grand Rapids, MI 49503 (Heartside area)",Consult with clients on system design.,Posted30+ days ago,
,Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2rnn2gu1vo800&jk=a46309f8c9b034de&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAcCglub3JtdGl0bGUaD3NlbmlvciBlbmdpbmVlcg%253D%253D,"Remote in Kentwood, MI+8 locations","Our client is a crypto exchange and custodian that allows customers to buy, sell, store, and earn more than 30 cryptocurrencies like bitcoin, bitcoin cash,…",Posted7 days ago,
Principal Software Engineer,AccruePartners,https://www.indeed.com/cmp/Accrue-Partners,Michigan,"Offers a full suite of products including mortgage lending, personal lending, and a variety of deposit and other banking products (savings, money-market, and…",Posted20 days ago,
Quality Assurance Automation Engineer,Our Daily Bread Ministries,https://www.indeed.com/cmp/Our-Daily-Bread-Ministries,"Grand Rapids, MI 49512",Perform thorough testing using automation tools and techniques to deliver the highest quality software by scripting automated test scenarios and establish…,Posted30+ days ago,
"US Tech - Senior Developer, Oracle HCM & PeopleSoft (Remote)",PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Remote in Grand Rapids, MI","You’ll focus on managing the design and implementation of technology infrastructure within PwC, developing and enhancing both client and internal facing…",Posted30+ days ago,Estimated $106K – $135K a year
RPA Developer,Mutually Human,"https://www.indeed.com/q-Mutually-Human-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI 49503 (Roosevelt Park area)","In this role, you’ll work cross-functionally with business operations and business analysts to create and optimize workflow processes.",Posted30+ days ago,Estimated $74.1K – $93.9K a year
US Technology - Technical Lead (Angular/NodeJS),PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Grand Rapids, MI 49503 (Heartside area)","You’ll focus on managing the design and implementation of technology infrastructure within PwC, developing and enhancing both client and internal facing…",Posted30+ days ago,
Sr. Automation Test Engineer,Kuecker Pulse Integration,"https://www.indeed.com/q-Kuecker-Pulse-Integration-l-Grand-Rapids,-MI-jobs.html","Grand Rapids, MI",_them with proven design and operational strategies to help improve our customers’ operations.,Posted30 days ago,
Senior Backend/ Smart Contract Engineer,Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI","You’ll work directly with the team defining the Cadence smart contract programming language, and contribute directly to the dapps that will bring blockchain…",Posted30+ days ago,Estimated $111K – $141K a year
Android Engineer,Meijer,https://www.indeed.com/cmp/Meijer,"Grand Rapids, MI",Meijer is seeking Mobile Software Engineers with Native Android development experience who are Passionate about Android development and building an innovative…,Posted30+ days ago,Estimated $98.4K – $125K a year
Signal Processing Software Engineer (Autonomous Startup),Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI","Candidates must be located or willing to relocate to the Bay Area, and/or work Hybrid (one week on/ one week off).",Posted30+ days ago,Estimated $110K – $139K a year
Site Reliability Engineer at Mental Health Startup,Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2rnnhr3o9i000&jk=940b68d5cc1867c8&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAmCglub3JtdGl0bGUaGXNpdGUgcmVsaWFiaWxpdHkgZW5naW5lZXI%253D,"Remote in Kentwood, MI+4 locations","Our client has an API endpoint they are integrating across clinical call centers, telehealth platforms, and remote patient monitoring apps.",Posted30+ days ago,Estimated $108K – $136K a year
Senior Software Engineer II,National Heritage Academies,https://www.indeed.com/cmp/National-Heritage-Academies,"Grand Rapids, MI",The ideal candidate for this position will have experience with Microsoft .,Posted23 days ago,Estimated $101K – $128K a year
Senior Test Automation Engineer,Spectrum Health,https://www.indeed.com/cmp/Spectrum-Health-1,"Grand Rapids, MI","As a member of a cross-functional team, you would work with various areas of the business (including Designers, Product Owners, and Business Stakeholders) to…",Posted30+ days ago,
iOS Engineer,Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2rnnhr3o9i000&jk=23f8e8aa3129d454&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAaCglub3JtdGl0bGUaDWlvcyBkZXZlbG9wZXI%253D,"Remote in Kentwood, MI+2 locations","Collaborate with a small, tight knit team to develop a modern consumer mobile app.",Posted27 days ago,
Embedded Systems Engineer (Autonomous Startup),Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI",This position requires an experienced professional with strong programming skills and solid knowledge of state-of-the-art algorithms.,Posted30+ days ago,Estimated $104K – $132K a year
Field Applications Engineer- Embedded Solutions Engineer,Microchip Technology,https://www.indeed.com/cmp/Microchip-Technology,"Grand Rapids, MI","Our product portfolio comprises general purpose and specialized 8-bit, 16-bit, and 32-bit microcontrollers, 32-bit microprocessors, field-programmable gate…",Posted30+ days ago,
Junior Software Developer,Revature,https://www.indeed.com/cmp/Revature-8,"Wyoming, MI+1 location",College degree (Associates or Bachelors).,Posted30+ days ago,Estimated $61.8K – $78.2K a year
DevOps Engineer,Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2rno1bu27p801&jk=1a0b988e53593a0b&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAsCglub3JtdGl0bGUaH2RldmVsb3BtZW50IG9wZXJhdGlvbnMgZW5naW5lZXI%253D,"Remote in Kentwood, MI+4 locations","Collaborate with a small, tight knit team to develop a modern consumer mobile app.",Posted27 days ago,Estimated $102K – $129K a year
iOS Engineer,Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2rno1bu27p801&jk=23f8e8aa3129d454&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAaCglub3JtdGl0bGUaDWlvcyBkZXZlbG9wZXI%253D,"Remote in Kentwood, MI+2 locations","Collaborate with a small, tight knit team to develop a modern consumer mobile app.",Posted27 days ago,
Tax - .Net Developer - Senior - TMC,Deloitte,https://www.indeed.com/cmp/Deloitte,"Grand Rapids, MI 49503 (Heartside area)+1 location","As a professional in Deloitte's Tax Management Consulting (TMC) team, you will be a part of a team that provides a holistic and integrated approach technology…",Posted30+ days ago,Estimated $89K – $113K a year
DevOps Infrastructure Support Lead,KPMG,https://www.indeed.com/cmp/Kpmg-0828bc85,"Grand Rapids, MI","At some point in the future and with the safety of people as the critical factor, the travel requirement will likely increase, possibly to previous levels, but…",Posted16 days ago,Estimated $96.2K – $122K a year
Embedded Systems Engineer (Autonomous Startup),Recruiting From Scratch,"https://www.indeed.com/q-Recruiting-From-Scratch-l-Kentwood,-MI-jobs.html","Remote in Kentwood, MI",This position requires an experienced professional with strong programming skills and solid knowledge of state-of-the-art algorithms.,Posted30+ days ago,Estimated $104K – $132K a year
DevOps Engineer,BluJay Solutions,https://www.indeed.com/cmp/Blujay-Solutions,"Holland, MI 49423",The role of a DevOps Engineer (DevOps) is to ensure that developed products are quickly and successfully deployed for customer use.,Posted30+ days ago,Estimated $87.1K – $110K a year
"Senior Associate, Full Stack .NET Developer",KPMG,https://www.indeed.com/cmp/Kpmg-0828bc85,"Grand Rapids, MI",Participate in IT Java development efforts for various client projects.,Posted30+ days ago,Estimated $92K – $116K a year
IT Manager - Software Development (Remote Available),"Herman Miller, Inc.","https://www.indeed.com/cmp/Herman-Miller,-Inc.","Remote in Zeeland, MI","Managing a software development team that is part of several self-organized, cross-functional Agile product teams.",Posted9 days ago,
Site Reliability Engineer at Mental Health Startup,Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2rno1bu27p801&jk=940b68d5cc1867c8&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAmCglub3JtdGl0bGUaGXNpdGUgcmVsaWFiaWxpdHkgZW5naW5lZXI%253D,"Remote in Kentwood, MI+4 locations","Our client has an API endpoint they are integrating across clinical call centers, telehealth platforms, and remote patient monitoring apps.",Posted30+ days ago,Estimated $108K – $136K a year
Lead Adobe Experience Manager (AEM) Developer,"Haworth, Inc.",https://www.indeed.com/cmp/Haworth,"Remote in Holland, MI","As a Lead Adobe Experience Manager (AEM) Developer ~ Holland, MI or Remote, you will:",Posted30+ days ago,Estimated $112K – $141K a year
Senior DevOps Engineer,ZoomInfo Technologies LLC,https://www.indeed.com/cmp/Zoominfo,"Grand Rapids, MI","A successful candidate will have a strong background in modern infrastructure, with a thorough understanding of industry best practices.",Posted9 days ago,Estimated $113K – $143K a year
,Wolverine Worldwide,https://www.indeed.com/cmp/Wolverine-Worldwide,"Remote in Rockford, MI","Utilizing your robust ABAP programming background, you will support business applications, including maintenance, new development and problem solving to provide…",Posted6 days ago,Estimated $107K – $135K a year
Mobile Engineer (Speech to Text Startup),Recruiting From Scratch,https://www.indeed.com/addlLoc/redirect?tk=1fr2rno1bu27p801&jk=3665d500deb1905a&dest=%2Fjobs%3Fq%3Dprogrammer%26l%3Dgrand%2Brapids%2BMI%26grpKey%3D8gcGdG5mdGNsuA%252Fi0so2qhAdCglub3JtdGl0bGUaEG1vYmlsZSBkZXZlbG9wZXI%253D,"Remote in Kentwood, MI+2 locations","Their AI-powered collaborative note-taking app works across Zoom, Google Meet, and Microsoft Teams to help teams record, transcribe, search and share meeting…",Posted30+ days ago,Estimated $99.6K – $126K a year
,PRICE WATERHOUSE COOPERS,https://www.indeed.com/cmp/Pwc,"Grand Rapids, MI 49503 (Heartside area)+2 locations",Our team helps organisations align their business and operational requirements through the careful design of digital platforms and applications.,PostedJust posted,Estimated $114K – $144K a year
Lead Application Developer - DAS Project Omnia,Deloitte,https://www.indeed.com/cmp/Deloitte,"Grand Rapids, MI 49503 (Heartside area)",Good analytical skills to understand the requirements and lead the team for removing technical roadblocks and also perform hands on coding.,Posted30+ days ago,Estimated $63.8K – $80.8K a year
Junior Software Developer,Revature,https://www.indeed.com/cmp/Revature-8,"Wyoming, MI+1 location",College degree (Associates or Bachelors).,Posted30+ days ago,Estimated $61.8K – $78.2K a year
